identifier,hierarcylevel,type,prefLabel,altLabel,translation,description,parent,related,source,creator,closeMatch,relatedMatch,seeAlso 
FF4767,5,Q2,Lyofix CHN,,,,DF633G,,,LEIZA,,,
C4D6G3,5,Q2,Kauramin® Tränkharz 800,Kauramin CE5549,,Produktname des wasserverdünnbaren Melamin-Formaldehydharzes der Firma BASF. Wurde vormals unter der Bezeichnung Kauramin CE 5549 im Jahr 1936 auf den Markt gebracht und nach erfolgreicher Bewährung in Kauramin Tränkharz 800 umbenannt. Im Jahr 2023 wurde das Produkt vom Markt genommen und durch das Nachfolgeprodukt Kauramin Tränkharz 801 ersetzt.,DF633G,,KUR Database - https://www1.rgzm.de/kur/ ,LEIZA,,,
BFB162,5,Q2,Kauramin CE 5549,,,Begriff aussortiert!,DF633G,,,LEIZA,,,
B6CAB5,5,Q2,Kauramin® Tränkharz 801,,,,DF633G,,,LEIZA,,,
F8A93F,4,Q2,Polyesterharz,,,"synthetisches Polymerharz bestehend aus einer Mischung von ungesättigten Polyester und einem Reaktivmonomer (häufig Styrol), die durch Zugabe eines Initiators bei Raumtemperatur polymerisieren. Charakteristisch ist eine gute mechanische Festigkeit, hohe Viskosität, hohe Klebefähigkeit, aber schwache Widerstandsfähigkeit gegen UV-Licht. In der Konservierung und Restaurierung findet Polyesterharz vorwiegend in der Strukturfestigung von porösem Steinmaterial, als Klebstoff, Füllmittel und für die Herstellung von wissenschaftlichen Kopien Verwendung. Zu den kristischen Aspekten in der restauratorischen Verwendung gehören die irreversible Aushärtung sowie die starke Schrumpfung (bis zu 8%) und Empfindlichkeit gegenüber Feuchtigkeit während der Polymerisation. ",A1D125,,"DIN EN 12670| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S. 283 - 286.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 193.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 216.",LEIZA,,,
DAC425,5,Q2,Akemi Marmorkitt 1000,,,"Produktname eines 2-Komponenten Polyesterharzes mit mineralischen Füllstoffen der Firma Akemi® . Das Produkt wurde ursprünglich für Verkittungen und Verklebungen in der steinverarbeitenden Industrie hergestellt, eignet sich aufgrund seiner Eigenschaften jedoch auch in der Konservierung und Restaurierung für die stabile und schnelle Füllung und Verklebung von kleineren Fehlstellen. Es besitzt eine flüssig bis cremige Konsistenz, eine Verarbeitungszeit von ca. 20 - 40 Minuten und lässt sich nach dem Aushärten gut mit verschiedenen Werkzeugen (Schleifen, Bohren, Fräsen) bearbeiten. ",F8A93F, ,https://data.akemi.de/fileadmin/user_upload/products/productdocuments/TMB/Marmorkitt_1000_Universal_TMB_D.pdf,LEIZA,,,
D39264,5,Q2,Palatal® P 4-01,,,"Palatal® P 4-01 der Firma AOC ist ein ungesättigtes Polyesterharz, gelöst in Stryol. Es wird durch die Zugabe eines Katalysator (Butanox) und Kobaltbeschleuniger vernetzt",F8A93F,,https://www.euroresins.com/wp-content/uploads/2018/03/PALATAL-P4-01_010482.pdf,LEIZA,,,
A3G356,4,Q2,Polyurethan,PU| PUR,,"synthetisches Polymere, das durch eine Reaktion von Polyisocyanaten mit einem Polyol hergestellt wird. In der Konservierung und Restaurierung wird es als Festigungs- und Bindemittel sowie in Form von Schäumen als Stabilisierung von Blockbergungen verwendet. Die Eigenschaften wie Härte, Elastizität und Beständigkeit lassen sich durch die Wahl der Ausgangskomponenten gezielt steuern, wobei die genaue Formulierung von kommerziell erwärblichen Polyurethanen häufig unklar ist. ",A1D125,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S. 286 - 288.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 194/195.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S.91.",LEIZA,,,
AG2965,3,Q2,natürliches Polymer,Naturharz,,"Oberbegriff für Polymere, die aus natürlichen Quellen stammen, leicht bis garnicht synthetisch modifiziert wurden und vielseitig einsetzbar sind. Diese Stoffe wurden vor allem in den Anfängen der Restaurierungsgeschichte, bevor synthetische Polymere in breiter Bandbreite zur Verfügung standen, häufig zum Kleben und Stabilisieren von Objekten eingesetzt. In der modernen Restaurierung spielen sie eher eine untergeordnete Rollen, finden jedoch nach wie vor vereinzelt Verwendung.",B7B8B6,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S. 8.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 189.",LEIZA,,,
C176FC,4,Q2,Schellack,,,"Ausscheidungssekret der Lackschildlaus, welcher in Alkohol gelöst zu einer streichbaren Konsistenz verarbeitet werden kann. Nach der Verflüchtigung des Alkohols trocknet Shellack zu einer dicken, dunkelbraunen Schicht die im Laufe der Zeit durch Alterungsprozesse (cross-linking) zu einer praktisch unlöslichen Masse polymerisiert.  Aus chemischer Sicht handelt es sich bei Shellack um ein Polyester aus den Hauptbestandteilen Aleursäure, Aldehyde und andere Carboxylsäuren. ",AG2965,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 205.| Stefano Centenaro, et all, Consolidation and coating treatments for glass in the cultural heritage field: A review. Journal of Cultural Heritage 64, 2023, S. 132 - 143.",LEIZA,,,
GD86C1,5,Q2,Proteinleim,,,"natürliches Produkt, bei denen die haftenden Eigenschaften der wiederkehrenden -NH-CO-Bindungen zur Verwendung als Klebstoff/Leim genutzt werden. Das Protein kann dabei aus verschiedenen Quellen und unter unterschiedliche Verfahren gewonnen werden. ",C176FC,,"DIN EN ISO 472/A1:2019-03, Kunststoffe - Fachwörterverzeichnis - Änderung 1: Weitere Einträge (ISO 472:2013/Amd.1:2018); Dreisprachige Fassung EN ISO 472:2013/A1:2018, Deutsches Institut für Normung.| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S.67.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 184.",LEIZA,,,
FA91B1,6,Q2,Glutinleim,Kollagen| Tierleim,animal glue@en,"natürlicher Klebstoff, welcher durch die Verarbeitung von kollagenhaltigen Tierprodukten wie Haut, Knochen und Bindegewebe gewonnen wird. Je nach gewälter Kollagenquelle und Herstellungsart des Leims ergeben sich unterschiedliche Viskositäten, Festigkeiten und generelle mechanische Eigenschaften. Glutinleime werden in Form von erwärmten Lösungen oder Gelen aufgetragen und trocknen durch Verdunstung des Wassers zu einem mehr oder weniger festen Film, wobei eine nicht unerhebliche Schrumpfung eintritt. Sie sind in der Regel gut reversibel und können mit Hilfe von warmem Wasser entfernt werden.",GD86C1,,"DIN EN ISO 472/A1:2019-03, Kunststoffe - Fachwörterverzeichnis - Änderung 1: Weitere Einträge (ISO 472:2013/Amd.1:2018); Dreisprachige Fassung EN ISO 472:2013/A1:2018, Deutsches Institut für Normung.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 205.| Stefano Centenaro, et all, Consolidation and coating treatments for glass in the cultural heritage field: A review. Journal of Cultural Heritage 64, 2023, S. 132 - 143.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 89.",LEIZA,,,
F5BDAB,6,Q2,Kaseinleim,Casein,casein@en,"proteinhaltiger Klebstoff, der aus dem natürlichen Milcheiweiß (Kasein) in Verbindung mit einer alkalischen Substanz wie Kalk, Ammoniak oder Borax hergestellt wird. Durch die Modifizierung entsteht ein wasserlöslicher Leim mit guter Klebekraft, der nach dem Aushärten einen wasserbeständigen Film bildet. Wie andere Proteinleime neigt auch Kaseinleim während der Aushärtung zur Schrumpfung. In der modernen Restaurierung wurde Kaseinleim größtenteils durch synthetische Polymere abgelöst. ",GD86C1,,"DIN EN ISO 472/A1:2019-03, Kunststoffe - Fachwörterverzeichnis - Änderung 1: Weitere Einträge (ISO 472:2013/Amd.1:2018); Dreisprachige Fassung EN ISO 472:2013/A1:2018, Deutsches Institut für Normung.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 205.| Stefano Centenaro, et all, Consolidation and coating treatments for glass in the cultural heritage field: A review. Journal of Cultural Heritage 64, 2023, S. 132 - 143.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 89.",LEIZA,https://cameo.mfa.org/wiki/Casein,,
BA71DA,5,Q2,Stärkeleim,Stärkeklebstoff,,"natürlicher Klebstoff, hergestellt durch die Gelatinierung von Stärke aus unterschiedlichen Pflanzen. Mit Wasser angerührte Stärke bildet einen milch weißen Leim mit guter Klebekraft, der je nach gewünschter Anwendung zu unterschiedlichen Konsistenzen verarbeitet werden kann. Stärkeleim war ein häufig verwendeter Klebstoff in der Restaurierungsgeschichte und wird heute teilweiße noch in der Papierverabeitung und Buchbinderei eingesetzt. ",C176FC,,"Hermann Kühn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S. 166/167.| Wolfgang Knobloch, Ergänzungen und Rekonstruktionen an historischen Objekten aus Metall. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und
Technologie. München 2000, S. 86.",LEIZA,,,
C4AG61,5,Q2,Cellulose,,,"natürliches Polymer aus linearen Glycosemonomeren, dessen Fasern häufig zur Verstärkung von Klebstoffen zugesetzt werden.",C176FC,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.",LEIZA,,,
C143C4,5,Q2,Dextrinleim,Dextrin,dextrine@en,"natürlicher Klebstoff, der durch die gezielte Modifizierung von Stärke, zum Teil unter geringfügiger Zugabe von weiteren Chemikalien, hergestellt wird. In der Konservierung und Restaurierung wurde es früher für die Klebung von Gläsern und Papier, als Klebstoff für Etiketten sowie als Bindemedium für Farben verwendet. Allerdings zeigt Dixtrinleim, wie viele andere natürliche Polymerleime, aufgrund der organischen Natur eine hohe Anfälligkeit für mikrobiellen Befall und eine starke Hygroskopizität, was zu Quellungen und mechanischer Spannung führen kann.",C176FC,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S. 286 - 288.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 194/195.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S.91.",LEIZA,,,
G379BF,5,Q2,Gummi arabicum,,,"natürlicher Pflanzenleim, der aus dem Harz bestimmter Akazienbäume gewonnen wird. Er wird in Form gelber bis farbloser Tropfen oder Brocken verkauft und lässt sich in Wasser zu einem klaren, klebrigen Leim lösen. ",C176FC,,"Hermann Kühn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S. 166.| Wolfgang Knobloch, Ergänzungen und Rekonstruktionen an historischen Objekten aus Metall. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und
Technologie. München 2000, S. 86.",LEIZA,,,
GC7994,5,Q2,Kanadabalsam,Canadabalsam,canada balsam@en,"klebriger und dickflüssiger Naturbalsam, der aus Harzausscheidungen kanadischer Nadelbäume, insbesondere der Tanne (Abies balsamea), gewonnen wird. Frisch ist er farblos bis leicht gelblich, wird jedoch mit der Zeit dunkler und härtet zu einem transparenten, hartlackähnlichen Material aus. Kanadabalsam ist gut löslich in organischen Lösungsmitteln wie Benzol, Xylol oder Terpentinöl und findet Anwendung in der Mikroskopie zum Einschließen von Präparaten. In der Konservierung und Restaurierung wurde es früher aufgrund seiner farblos, klaren Filmbildung zum Teil für die Klebung von Glas und Keramik verwendet. ",C176FC,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S. 248/249.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 87.| https://www.kremer-pigmente.com/elements/resources/products/files/62110.pdf ",LEIZA,,,
D769C3,5,Q2,Dammarharz,,dammar@en,"helles, gelbliches, leicht splitterndes Naturharz, das aus Südostasien stammt und aus den Harzen verschiedener Bäume der Familie der Diptocarpaceae gewonnen wird. Es beginnt bei 90°C weich zu werden, schmilzt bei 180°C und zeichnet sich durch seine Transparenz und gute Löslichkeit in Terpentinöl, Chloroform und anderen organischen Lösungsmitteln aus. In der Konservierung und Restaurierung wird Dammarharz traditionell für die Herstellung von hellen, klaren Schlussfirnissen und als Zusatz in Malmitteln verwendet, da es leicht löslich, reversibel und für die Tempera- und Ölmalerei geeignet ist.",C176FC,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.| https://www.kremer-pigmente.com/elements/resources/products/files/60000-60001.pdf| Hermann Kühn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S. 160.  ",LEIZA,,,
B2F4F2,5,Q2,Mastix,,mastic@en,"natürliches Polymer, das aus dem hauptsächlich auf den griechischen Inseln vorkommenden Mastixbaum gewonnen wird. In der Konservierung und Restaurierung wird Mastix, gelöst in Terpentinöl, insbesondere in der Gemälderestaurierung verwendet. Es dient als Bestandteil von Bindemitteln und Firnissen, da es eine glänzende, klare Schicht bildet, die jedoch im Laufe der Alterung vergilbt.",C176FC,,"Hermann Kühn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S. 160.",LEIZA,,,
FBFFF5,2,Q3,[Abform- und Ergänzungsmaterial],Abformmaterial| Ergänzungsmaterial,,"strukturierender Oberbegriff für eine Reihe von Materialien, die sowohl für die Abformung von Objekten als auch für die Ergänzung von fehlenden Teilen verwendet werden. ",C364G1,DG8FG3,,LEIZA,,,
A44BG6,3,Q2,Silikonkautschuk,,silicone rubber@en,"synthetischer Werkstoff auf Basis langkettiger Polysiloxane und diverser Füllstoffe (z.B. pyrogene Kieselsäure, Silkonöl, etc.), der durch Zugabe eines Vernetzers und ggfs. Katalysators zu elastischem Silikongummi vulkanisiert. Es lassen sich je nach Vulkanisationsart und Eigenschaften des Basispolymers unterschiedliche Kautschukklassen sowie Heiß- und Kaltvulkanisation unterscheiden. In der Konservierung und Restaurierung werden meist bei Raumtemperatur vernetzende, zwei-komponentige Systeme (RTV-2) für die Abformung und Herstellung von Negativformen verwendet. Hervorzuhebende Eigenschaften der Silikonkautschucke sind die hohe Abbildungsgenauigkeit, die Langzeitstabilität und die selbsttrennende Wirkung gegenüber den meisten Werkstoffen.",FBFFF5,,"https://www.wacker.com/h/medias/6415-DE-Silicone.pdf| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 197.| Stefan Koob, Conservation and Care of Glass Objects (London 2006), S. 81/82.",LEIZA,,,
DA841D,4,Q2,additionsvernetzender Silikonkautschuk,,Addition-curing silicone rubber@en,"zweikomponentiger Silikonkautschuk, der durch eine Additionsreaktion mittels Platinkatalysator bei Raumtemperatur vernetzt. Charakteristisch sind die nahezu schrumpfungsfreie Aushärtung, hohe Zeichnungsgenauigkeit und chemische Inertheit. Beim Auftragen mehrerer Schichten sollte ""Nass in Nass"" gearbeitet werden um einen sicheren Verbund zu gewährleisten. Die Verarbeitung kann durch katalysatorhemmende Substanzen, wie Schwefel oder Amine, gestört werden. In der Konservierung und Restaurierung eignet sich additionsvernetzender Silikonkautschuk besonders gut für die Herstellung von Galvanoformen.   ",A44BG6,,"https://www.wacker.com/h/medias/6415-DE-Silicone.pdf| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 197.| Stefan Koob, Conservation and Care of Glass Objects (London 2006), S. 81/82.",LEIZA,,,
C76568,5,Q2,Smooth On Rebound 25,,,"Produktname eines additionsvernetzenden Silikonkautschuks der Firma Smooth-On. Laut Herstellerangaben zeichnet sich das Produkt durch seine einfache Anwendung, die hohe Reißfestigkeit und eine vernachlässigbare Schrumpfung besonders für die Herstellung detailreicher Formen aus. Durch die selbstverdickende Eigenschaften kann das Produkt auch auf vertikale Oberflächen tropffrei aufgetragen werden. Die Topfzeit beträgt bei Raumtemperatur ca. 20 Min und die Entformzeit ca. 6 Stunden. ",DA841D,,https://www.kaupo.de/shop/out/media/REBOUND_25_40.pdf,LEIZA,,,
AF6D7D,5,Q2,Smooth On Mold Star 30,,,"Produktname eines additionsvernetzenden Silikonkautschuks der Firma Smooth-On. Laut Herstellerangaben ist dieses Produkt aufgrund seiner niedrigen Viskosität besonders Gießfähig und polymerisiert nahezu ohne Schrumpfung zu einem elastischem, stabilen Kautschuk. Durch die Hitzebeständigkeit bis ca. 230°C ist auch das eingießen von niedrigschmelzenden Metallen direkt in die Silikonform möglich. Die Topfzeit beträgt bei Raumtemperatur ca. 45 Min, die Entformzeit ca. 6 Stunden. ",DA841D,,https://www.kaupo.de/shop/out/media/MOLD_STAR_SERIE.pdf,LEIZA,,,
GCDG5D,5,Q2,Nedform Silikon Addition Transparent 25,,,,DA841D,,,LEIZA,,,
